Lat,Lon,AQI,CO,NH3,NO2,O3,PM10,PM2.5,SO2
33.6681,-117.3273,3,240.33,0.66,3.0,128.75,15.15,8.44,2.38
39.5296,-119.8138,2,208.62,0.4,2.96,85.83,6.25,3.34,0.23
33.1581,-117.3506,2,293.73,1.16,5.91,95.84,21.42,13.5,0.81
44.4489,-88.0604,2,233.65,1.63,1.09,95.84,10.59,9.06,1.24
34.242,-117.2856,2,203.61,0.5,2.04,94.41,14.4,3.38,0.39
38.8754,-76.8883,3,287.06,1.08,9.6,115.87,12.84,11.05,5.54
41.1919,-111.9713,2,223.64,1.11,5.57,77.96,12.39,7.31,2.09
41.0706,-85.0144,3,250.34,0.97,1.65,120.16,14.51,13.6,4.89
34.8697,-111.761,1,185.25,0.11,1.31,45.06,0.78,0.54,0.01
34.9496,-81.9321,3,226.97,0.1,1.8,123.02,11.0,9.63,4.11
20.1167,-96.9667,1,206.95,0.22,1.29,57.22,3.88,3.76,1.77
34.8151,-92.2243,3,257.02,0.46,0.89,127.32,14.32,13.58,2.65
21.1167,-101.6667,2,176.91,0.43,0.83,79.39,0.67,0.5,0.79
42.6584,-83.1499,3,267.03,0.86,2.46,113.01,14.4,13.37,2.86
40.8,-96.667,3,216.96,0.9,0.76,105.86,8.24,7.07,0.86
21.5028,-158.0236,2,176.91,0.0,0.4,75.1,7.75,1.71,0.15
36.8181,10.305,2,226.97,0.33,1.44,77.25,3.05,1.86,0.63
41.2223,-73.0565,3,240.33,0.33,3.56,113.01,6.91,6.1,2.06
41.52,-88.2017,3,253.68,0.95,1.39,117.3,12.87,11.62,3.52
42.2631,-88.004,3,263.69,1.44,1.67,110.15,12.96,11.95,2.41
25.75,-100.3,2,323.77,1.05,9.51,85.12,6.24,4.23,12.52
29.518,-98.3161,4,253.68,1.0,1.69,140.19,13.48,10.44,1.59
40.3612,-83.7597,3,230.31,0.59,1.29,118.73,14.3,13.15,4.29
41.1595,-81.4404,3,247.0,0.13,3.21,125.89,16.7,14.94,4.41
51.2079,-2.649,2,210.29,0.75,1.54,67.95,3.71,0.85,0.31
41.1834,-74.6663,3,216.96,0.19,0.9,103.0,4.56,4.1,0.63
35.8501,-86.4,3,247.0,0.63,2.44,138.76,13.48,12.25,8.11
42.1618,-70.7939,3,297.07,0.74,9.85,100.14,14.32,12.67,2.09
27.4989,-82.5748,3,211.95,0.15,2.74,103.0,4.07,2.6,0.42
35.0081,-90.7898,3,310.42,1.2,1.0,123.02,22.03,21.2,3.31
27.2517,-82.5147,3,213.62,0.19,2.96,104.43,4.56,2.76,0.53
19.9167,-100.0,2,161.89,0.32,0.62,76.53,0.71,0.56,0.89
19.4,-102.1333,2,178.58,0.42,0.5,65.8,1.64,1.02,1.7
19.3153,-97.925,2,161.89,0.17,0.64,72.96,0.57,0.5,0.77
26.0833,-98.2833,2,210.29,0.17,2.23,95.84,3.14,2.26,0.68
26.4189,-108.6194,1,216.96,0.27,0.11,57.94,4.5,4.01,0.14
19.0833,-102.35,2,210.29,1.09,0.89,63.66,2.43,1.89,0.63
43.0528,-74.3438,3,208.62,0.0,0.72,108.72,7.93,7.45,2.12
38.2324,-122.6367,1,397.21,3.71,14.91,29.68,12.73,9.25,0.65
20.5833,-89.9833,1,203.61,0.13,0.49,45.78,0.59,0.5,0.16
43.4578,-88.8373,2,236.99,1.85,1.59,97.28,10.39,9.28,2.77
32.6578,-117.03,2,380.52,2.0,24.33,80.82,18.61,9.7,4.29
42.2412,-83.613,3,260.35,0.85,1.86,111.58,13.94,13.19,3.34
32.9412,-97.1342,4,277.04,1.09,3.86,144.48,17.15,15.3,4.41
41.0054,-74.2907,3,226.97,0.29,1.23,101.57,6.54,5.93,0.61
34.1142,-116.4322,2,210.29,2.06,1.3,90.12,12.43,3.4,0.16
20.05,-99.3,2,173.57,0.33,0.66,80.82,1.21,0.92,1.27
42.8781,-73.1968,3,216.96,0.22,1.05,107.29,6.24,5.83,0.86
42.1681,-88.4281,3,247.0,1.33,1.24,114.44,11.71,10.5,2.65
21.85,-102.7167,2,165.22,0.88,0.22,79.39,1.28,0.82,0.63
38.2776,-85.7372,3,233.65,0.24,1.65,127.32,13.79,12.48,11.33
40.4279,-74.416,3,226.97,0.24,3.3,118.73,5.81,5.0,3.46
35.2226,-97.4395,3,240.33,0.98,1.3,113.01,11.79,11.03,2.27
39.3951,-75.6916,3,263.69,0.81,1.78,131.61,17.39,15.17,3.19
30.153,-85.5699,3,233.65,0.82,1.46,108.72,7.23,5.78,1.24
35.4874,-80.6217,3,226.97,0.42,2.66,123.02,10.32,8.71,6.62
19.8167,-97.35,2,198.6,0.19,0.69,67.95,1.85,1.7,0.15
33.6835,-78.9984,2,205.28,0.31,0.53,95.84,7.31,2.93,0.41
29.0339,-95.4344,3,233.65,0.33,0.93,121.59,11.31,8.1,2.44
42.4833,-90.8668,2,233.65,2.09,1.02,97.28,10.74,9.62,1.77
34.1748,-86.8436,3,233.65,2.47,0.65,111.58,11.15,9.16,2.15
37.5985,-122.3872,3,453.95,2.03,35.64,103.0,28.25,20.84,10.73
39.4667,-87.4139,3,280.38,1.41,1.09,123.02,14.87,13.96,4.59
38.1412,-85.6877,3,260.35,0.46,5.27,130.18,13.83,12.49,9.06
41.1112,-74.0685,3,226.97,0.31,1.78,100.14,6.85,6.15,0.6
36.2066,36.1572,2,440.6,1.79,47.98,42.92,6.41,5.19,30.52
41.1668,-74.0496,3,226.97,0.31,1.78,100.14,6.85,6.15,0.6
42.9978,-84.1766,3,277.04,1.12,2.08,117.3,15.97,15.09,3.01
37.0058,-121.5683,2,257.02,1.28,3.94,86.55,12.7,8.88,0.68
18.073,-66.6185,1,190.26,0.64,0.1,20.74,0.7,0.5,0.1
39.0182,-77.2086,3,240.33,0.6,2.08,111.58,10.74,9.1,2.95
41.5061,-87.6356,3,273.71,0.95,5.74,120.16,15.03,13.25,10.37
30.13,-81.7682,3,230.31,0.24,2.1,104.43,15.03,8.5,3.52
48.7595,-122.4882,2,223.64,0.12,5.31,67.95,3.54,1.95,1.24
39.0032,-76.9719,3,250.34,0.48,3.04,113.01,9.41,7.84,2.41
43.2134,-77.5797,3,260.35,0.0,2.59,128.75,19.68,18.16,7.33
18.2011,-67.1396,1,223.64,0.48,0.14,23.6,0.69,0.5,0.12
34.9554,-90.0348,4,290.39,0.83,5.74,174.52,23.22,22.02,13.47
39.9556,-86.0139,3,243.66,0.63,2.12,121.59,12.38,11.12,5.84
41.7354,-70.1939,4,333.79,0.52,4.37,145.91,26.59,23.93,4.29
27.9659,-82.8001,2,216.96,0.03,0.74,95.84,6.45,4.16,0.81
41.1417,-87.875,3,250.34,1.01,1.29,117.3,10.95,9.85,4.77
32.5232,-92.6379,3,233.65,1.54,0.86,118.73,10.15,8.99,2.44
46.0168,-73.4492,2,253.68,0.16,1.17,97.28,15.6,14.72,1.73
18.85,-99.2333,2,253.68,0.27,3.86,88.69,4.11,2.23,4.65
42.9001,-78.9329,3,273.71,0.13,5.01,117.3,21.72,20.0,7.33
19.1833,-100.1333,2,173.57,0.31,0.89,70.81,1.13,0.84,0.71
34.3917,-118.5426,1,300.41,1.22,13.02,49.35,19.68,5.93,0.6
19.5333,-98.8833,2,240.33,0.63,7.8,70.81,4.11,3.41,12.64
38.9556,-90.1868,4,327.11,1.05,4.03,148.77,23.98,21.91,6.86
40.7934,-77.86,3,240.33,0.0,2.49,120.16,15.51,13.58,11.68
42.5793,-71.4378,3,233.65,0.25,2.57,113.01,6.03,5.68,0.58
38.7073,-77.023,3,287.06,1.35,7.11,117.3,15.05,12.53,3.99
34.1336,-117.9076,3,263.69,1.25,10.37,133.04,21.71,12.75,7.21
41.6604,-71.4559,3,230.31,0.32,2.64,117.3,7.53,7.11,0.89
26.4615,-80.0728,2,201.94,0.06,0.99,90.84,2.82,1.42,0.32
43.0125,-83.6875,3,277.04,1.11,1.86,115.87,15.96,15.04,2.92
28.9175,-81.9229,2,216.96,0.05,0.76,88.69,6.74,4.85,0.6
40.4259,-86.9081,3,253.68,0.96,1.15,114.44,10.89,10.07,4.89
28.4769,-82.5255,2,223.64,0.07,0.75,91.55,4.86,3.76,0.75
41.3776,-71.8273,3,333.79,0.48,10.03,138.76,19.59,18.2,2.62
19.5833,-96.9333,2,190.26,0.55,2.59,60.08,1.52,1.24,0.18
36.7281,-108.2187,2,201.94,0.24,2.96,66.52,3.2,1.06,6.32
46.5001,-65.9988,2,247.0,0.08,0.48,85.12,13.38,12.71,0.83
45.2998,-122.7737,1,233.65,0.34,6.6,43.63,6.98,3.35,1.24
32.7287,-96.6228,3,260.35,1.11,3.77,125.89,13.0,11.49,3.28
40.8532,-74.1137,3,236.99,0.53,4.67,104.43,6.88,5.64,1.34
35.0456,-85.3097,3,213.62,0.34,0.67,105.86,6.36,5.78,2.15
39.9001,-79.7164,3,240.33,0.0,2.04,124.45,17.1,15.64,10.13
45.5234,-122.6762,1,263.69,0.47,12.34,34.33,8.92,4.53,1.94
32.424,-85.6916,3,216.96,0.34,0.55,114.44,7.42,6.39,1.12
40.6868,-73.3735,3,567.44,2.06,63.06,138.76,52.65,43.68,22.65
39.1532,-77.0669,3,277.04,0.74,4.97,110.15,12.25,10.54,4.05
41.5951,-72.6454,3,247.0,0.54,5.31,115.87,7.08,6.38,1.21
41.9559,-87.8709,3,293.73,1.33,5.91,115.87,16.92,15.5,4.17
43.0334,-80.883,3,267.03,1.57,4.41,120.16,20.16,18.8,10.85
35.4868,-80.8601,3,226.97,0.5,1.39,118.73,10.56,8.83,5.01
36.0252,-115.2419,2,233.65,0.95,6.68,94.41,19.79,6.73,2.98
38.8019,-94.4527,3,253.68,1.11,3.17,111.58,12.42,11.61,2.53
41.223,-111.9738,2,196.93,1.05,3.81,62.94,8.37,4.81,1.06
41.0256,-81.7299,3,247.0,0.17,3.38,123.02,15.81,14.22,4.83
49.8831,-119.4857,1,211.95,0.12,1.22,55.08,0.85,0.5,0.15
20.8667,-101.5167,2,173.57,0.37,0.68,79.39,0.61,0.5,0.38
36.1875,-98.0628,3,233.65,1.17,0.62,107.29,10.68,9.89,1.67
34.0961,-118.1058,3,300.41,1.77,23.65,123.02,23.89,13.88,10.01
32.7026,-103.136,2,183.58,0.21,0.58,80.11,0.96,0.5,0.04
45.1219,-95.0433,2,226.97,1.09,0.74,76.53,3.14,2.66,0.2
40.4592,-90.6718,3,236.99,1.2,0.86,107.29,8.86,8.37,2.65
28.5578,-81.4534,3,203.61,0.06,1.36,100.14,4.19,2.13,0.25
41.6898,-87.7973,3,293.73,1.16,8.14,120.16,17.0,14.95,8.82
40.4406,-79.9959,3,267.03,0.03,9.08,113.01,19.98,18.28,18.36
42.0645,-72.5126,3,257.02,0.56,7.03,105.86,9.18,8.46,1.57
36.0726,-79.792,3,233.65,0.48,1.14,117.3,11.49,9.49,3.67
27.4253,-82.5904,2,210.29,0.15,3.17,95.84,4.4,2.84,0.41
40.8665,-73.0357,3,373.84,1.24,21.94,137.33,24.65,19.13,5.13
18.2667,-93.2167,1,216.96,0.07,0.25,28.97,0.56,0.5,0.06
26.1723,-80.132,2,203.61,0.11,1.84,91.55,3.11,0.94,0.47
49.3163,-124.3195,3,223.64,0.03,1.32,108.72,0.53,0.5,0.31
39.7092,-84.0633,3,240.33,0.32,3.17,120.16,13.58,12.4,5.42
41.14,-104.8203,2,210.29,1.9,4.28,60.8,3.39,2.84,0.3
38.9807,-76.9369,3,287.06,1.08,9.6,115.87,12.84,11.05,5.54
34.5023,-97.9578,3,226.97,0.91,0.48,100.14,10.72,9.74,2.18
40.6334,-74.2663,3,233.65,0.41,4.11,114.44,7.62,6.18,2.21
19.1833,-102.85,2,200.27,0.46,0.33,83.69,2.78,2.54,2.0
17.5167,-93.0667,1,200.27,0.2,0.36,15.38,0.56,0.5,0.09
17.5167,-93.0667,1,200.27,0.2,0.36,15.38,0.56,0.5,0.09
